No;Provinsi;Kab/Kota;Kecamatan;Kelurahan;;;
331;BANTEN;KABUPATEN LEBAK;CIKULUR;TAMAN JAYA;;;
332;BANTEN;KABUPATEN LEBAK;CILELES;BANJARSARI;;;
333;BANTEN;KABUPATEN LEBAK;CILELES;CIKAREO;;;
334;BANTEN;KABUPATEN LEBAK;CILELES;CILELES;;;
335;BANTEN;KABUPATEN LEBAK;CILELES;CIPADANG;;;
336;BANTEN;KABUPATEN LEBAK;CILELES;DAROYON;;;
337;BANTEN;KABUPATEN LEBAK;CILELES;GUMURUH;;;
338;BANTEN;KABUPATEN LEBAK;CILELES;KUJANGSARI;;;
339;BANTEN;KABUPATEN LEBAK;CILELES;MARGAMULYA;;;
340;BANTEN;KABUPATEN LEBAK;CILELES;MEKARJAYA;;;
341;BANTEN;KABUPATEN LEBAK;CILELES;PARUNGKUJANG;;;
342;BANTEN;KABUPATEN LEBAK;CILELES;PASINDANGAN;;;
343;BANTEN;KABUPATEN LEBAK;CILELES;PRABUGANTUNGAN;;;
344;BANTEN;KABUPATEN LEBAK;CILOGRANG;CIBARENO;;;
345;BANTEN;KABUPATEN LEBAK;CILOGRANG;CIJENGKOL;;;
346;BANTEN;KABUPATEN LEBAK;CILOGRANG;CIKAMUNDING;;;
347;BANTEN;KABUPATEN LEBAK;CILOGRANG;CIKATOMAS;;;
348;BANTEN;KABUPATEN LEBAK;CILOGRANG;CILOGRANG;;;
349;BANTEN;KABUPATEN LEBAK;CILOGRANG;CIREUNDEU;;;
350;BANTEN;KABUPATEN LEBAK;CILOGRANG;GIRIMUKTI;;;
351;BANTEN;KABUPATEN LEBAK;CILOGRANG;GUNUNGBATU;;;
352;BANTEN;KABUPATEN LEBAK;CILOGRANG;LEBAKTIPAR;;;
353;BANTEN;KABUPATEN LEBAK;CILOGRANG;PASIRBUNGUR;;;
354;BANTEN;KABUPATEN LEBAK;CIMARGA;CIMARGA;;;
355;BANTEN;KABUPATEN LEBAK;CIMARGA;GIRIMUKTI;;;
356;BANTEN;KABUPATEN LEBAK;CIMARGA;GUNUNG ANTEN;;;
357;BANTEN;KABUPATEN LEBAK;CIMARGA;INTEN JAYA;;;
358;BANTEN;KABUPATEN LEBAK;CIMARGA;JAYAMANIK;;;
359;BANTEN;KABUPATEN LEBAK;CIMARGA;JAYASARI;;;
360;BANTEN;KABUPATEN LEBAK;CIMARGA;KARYA JAYA;;;
361;BANTEN;KABUPATEN LEBAK;CIMARGA;MARGA JAYA;;;
362;BANTEN;KABUPATEN LEBAK;CIMARGA;MARGALUYU;;;
363;BANTEN;KABUPATEN LEBAK;CIMARGA;MARGATIRTA;;;
364;BANTEN;KABUPATEN LEBAK;CIMARGA;MEKAR JAYA;;;
365;BANTEN;KABUPATEN LEBAK;CIMARGA;MEKARMULYA;;;
366;BANTEN;KABUPATEN LEBAK;CIMARGA;SANGIANG JAYA;;;
367;BANTEN;KABUPATEN LEBAK;CIMARGA;SANGKAN MANIK;;;
368;BANTEN;KABUPATEN LEBAK;CIMARGA;SARAGENI;;;
369;BANTEN;KABUPATEN LEBAK;CIMARGA;SUDAMANIK;;;
370;BANTEN;KABUPATEN LEBAK;CIMARGA;TAMBAK;;;
371;BANTEN;KABUPATEN LEBAK;CIPANAS;BINTANGRESMI;;;
372;BANTEN;KABUPATEN LEBAK;CIPANAS;BINTANGSARI;;;
373;BANTEN;KABUPATEN LEBAK;CIPANAS;CIPANAS;;;
374;BANTEN;KABUPATEN LEBAK;CIPANAS;GIRIHARJA;;;
375;BANTEN;KABUPATEN LEBAK;CIPANAS;GIRILAYA;;;
376;BANTEN;KABUPATEN LEBAK;CIPANAS;HARUMSARI;;;
377;BANTEN;KABUPATEN LEBAK;CIPANAS;HAURGAJRUG;;;
378;BANTEN;KABUPATEN LEBAK;CIPANAS;JAYAPURA;;;
379;BANTEN;KABUPATEN LEBAK;CIPANAS;LUHURJAYA;;;
380;BANTEN;KABUPATEN LEBAK;CIPANAS;MALANGSARI;;;
381;BANTEN;KABUPATEN LEBAK;CIPANAS;PASIRHAUR;;;
382;BANTEN;KABUPATEN LEBAK;CIPANAS;SIPAYUNG;;;
383;BANTEN;KABUPATEN LEBAK;CIPANAS;SUKASARI;;;
384;BANTEN;KABUPATEN LEBAK;CIPANAS;TALAGAHIANG;;;
385;BANTEN;KABUPATEN LEBAK;CIRINTEN;BADUR;;;
386;BANTEN;KABUPATEN LEBAK;CIRINTEN;CEMPAKA;;;
387;BANTEN;KABUPATEN LEBAK;CIRINTEN;CIBARANI;;;
388;BANTEN;KABUPATEN LEBAK;CIRINTEN;CIRINTEN;;;
389;BANTEN;KABUPATEN LEBAK;CIRINTEN;DATARCAE;;;
390;BANTEN;KABUPATEN LEBAK;CIRINTEN;KADUDAMAS;;;
391;BANTEN;KABUPATEN LEBAK;CIRINTEN;KARANGNUNGGAL;;;
392;BANTEN;KABUPATEN LEBAK;CIRINTEN;KAROYA;;;
393;BANTEN;KABUPATEN LEBAK;CIRINTEN;NANGERANG;;;
394;BANTEN;KABUPATEN LEBAK;CIRINTEN;PARAKANLIMA;;;
395;BANTEN;KABUPATEN LEBAK;CURUGBITUNG;CANDI;;;
396;BANTEN;KABUPATEN LEBAK;CURUGBITUNG;CIBURUY;;;
397;BANTEN;KABUPATEN LEBAK;CURUGBITUNG;CIDADAP;;;
398;BANTEN;KABUPATEN LEBAK;CURUGBITUNG;CILAYANG;;;
399;BANTEN;KABUPATEN LEBAK;CURUGBITUNG;CIPINING;;;
400;BANTEN;KABUPATEN LEBAK;CURUGBITUNG;CURUGBITUNG;;;
401;BANTEN;KABUPATEN LEBAK;CURUGBITUNG;GURADOG;;;
402;BANTEN;KABUPATEN LEBAK;CURUGBITUNG;LEBAKASIH;;;
403;BANTEN;KABUPATEN LEBAK;CURUGBITUNG;MAYAK;;;
404;BANTEN;KABUPATEN LEBAK;CURUGBITUNG;SEKARWANGI;;;
405;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;BOJONG KONENG;;;
406;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;BULAKAN;;;
407;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;CIAKAR;;;
408;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;CICARINGIN;;;
409;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;CIGINGGANG;;;
410;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;CIMANYANGRAY;;;
411;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;CISAMPANG;;;
412;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;GUNUNG KENCANA;;;
413;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;GUNUNGKENDENG;;;
414;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;KERAMATJAYA;;;
415;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;SUKANEGARA;;;
416;BANTEN;KABUPATEN LEBAK;GUNUNGKENCANA;TANJUNGSARI INDAH;;;
417;BANTEN;KABUPATEN LEBAK;KALANGANYAR;AWEH;;;
418;BANTEN;KABUPATEN LEBAK;KALANGANYAR;CIKATAPIS;;;
419;BANTEN;KABUPATEN LEBAK;KALANGANYAR;CILANGKAP;;;
420;BANTEN;KABUPATEN LEBAK;KALANGANYAR;KALANGANYAR;;;
421;BANTEN;KABUPATEN LEBAK;KALANGANYAR;PASIR KUPA;;;
422;BANTEN;KABUPATEN LEBAK;KALANGANYAR;SANGIANG TANJUNG;;;
423;BANTEN;KABUPATEN LEBAK;KALANGANYAR;SUKAMEKARSARI;;;
424;BANTEN;KABUPATEN LEBAK;LEBAKGEDONG;BANJAR IRIGASI;;;
425;BANTEN;KABUPATEN LEBAK;LEBAKGEDONG;BANJARSARI;;;
426;BANTEN;KABUPATEN LEBAK;LEBAKGEDONG;CILADAEUN;;;
427;BANTEN;KABUPATEN LEBAK;LEBAKGEDONG;LEBAKGEDONG;;;
428;BANTEN;KABUPATEN LEBAK;LEBAKGEDONG;LEBAKSANGKA;;;
429;BANTEN;KABUPATEN LEBAK;LEBAKGEDONG;LEBAKSITU;;;
430;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;BOJONG MENTENG;;;
431;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;CIBUNGUR;;;
432;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;CISIMEUT;;;
433;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;CISIMEUT RAYA;;;
434;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;JALUPANG MULYA;;;
435;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;KANEKES;;;
436;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;LEBAK PARAHIANG;;;
437;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;LEUWIDAMAR;;;
438;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;MARGAWANGI;;;
439;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;NAYAGATI;;;
440;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;SANGKANWANGI;;;
441;BANTEN;KABUPATEN LEBAK;LEUWIDAMAR;WANTISARI;;;
442;BANTEN;KABUPATEN LEBAK;MAJA;BINONG;;;
443;BANTEN;KABUPATEN LEBAK;MAJA;BUYUT MEKAR;;;
444;BANTEN;KABUPATEN LEBAK;MAJA;CILANGKAP;;;
445;BANTEN;KABUPATEN LEBAK;MAJA;CURUG BADAK;;;
446;BANTEN;KABUPATEN LEBAK;MAJA;GUBUGANCIBEUREUM;;;
447;BANTEN;KABUPATEN LEBAK;MAJA;MAJA;;;
448;BANTEN;KABUPATEN LEBAK;MAJA;MAJA BARU;;;
449;BANTEN;KABUPATEN LEBAK;MAJA;MEKARSARI;;;
450;BANTEN;KABUPATEN LEBAK;MAJA;PADASUKA;;;
451;BANTEN;KABUPATEN LEBAK;MAJA;PASIR KECAPI;;;
452;BANTEN;KABUPATEN LEBAK;MAJA;PASIR KEMBANG;;;
453;BANTEN;KABUPATEN LEBAK;MAJA;SANGIANG;;;
454;BANTEN;KABUPATEN LEBAK;MAJA;SINDANGMULYA;;;
455;BANTEN;KABUPATEN LEBAK;MAJA;TANJUNG SARI;;;
456;BANTEN;KABUPATEN LEBAK;MALINGPING;BOLANG;;;
457;BANTEN;KABUPATEN LEBAK;MALINGPING;CILANGKAHAN;;;
458;BANTEN;KABUPATEN LEBAK;MALINGPING;CIPEUNDEUY;;;
459;BANTEN;KABUPATEN LEBAK;MALINGPING;KADUJAJAR;;;
460;BANTEN;KABUPATEN LEBAK;MALINGPING;KERSARATU;;;
461;BANTEN;KABUPATEN LEBAK;MALINGPING;MALINGPING SELATAN;;;
462;BANTEN;KABUPATEN LEBAK;MALINGPING;MALINGPING UTARA;;;
463;BANTEN;KABUPATEN LEBAK;MALINGPING;PAGELARAN;;;
464;BANTEN;KABUPATEN LEBAK;MALINGPING;RAHONG;;;
465;BANTEN;KABUPATEN LEBAK;MALINGPING;SANGHIANG;;;
466;BANTEN;KABUPATEN LEBAK;MALINGPING;SENANGHATI;;;
467;BANTEN;KABUPATEN LEBAK;MALINGPING;SUKAMANAH;;;
468;BANTEN;KABUPATEN LEBAK;MALINGPING;SUKARAJA;;;
469;BANTEN;KABUPATEN LEBAK;MALINGPING;SUMBER WARAS;;;
470;BANTEN;KABUPATEN LEBAK;MUNCANG;CIKARANG;;;
471;BANTEN;KABUPATEN LEBAK;MUNCANG;CIMINYAK;;;
472;BANTEN;KABUPATEN LEBAK;MUNCANG;GIRI JAGABAYA;;;
473;BANTEN;KABUPATEN LEBAK;MUNCANG;JAGARAKSA;;;
474;BANTEN;KABUPATEN LEBAK;MUNCANG;LEUWICOO;;;
475;BANTEN;KABUPATEN LEBAK;MUNCANG;MEKARWANGI;;;
476;BANTEN;KABUPATEN LEBAK;MUNCANG;MUNCANG;;;
477;BANTEN;KABUPATEN LEBAK;MUNCANG;PASIREURIH;;;
478;BANTEN;KABUPATEN LEBAK;MUNCANG;PASIRNANGKA;;;
479;BANTEN;KABUPATEN LEBAK;MUNCANG;SINDANGWANGI;;;
480;BANTEN;KABUPATEN LEBAK;MUNCANG;SUKANAGARA;;;
481;BANTEN;KABUPATEN LEBAK;MUNCANG;TANJUNGWANGI;;;
482;BANTEN;KABUPATEN LEBAK;PANGGARANGAN;CIBARENGKOK;;;
483;BANTEN;KABUPATEN LEBAK;PANGGARANGAN;CIMANDIRI;;;
484;BANTEN;KABUPATEN LEBAK;PANGGARANGAN;GUNUNG GEDE;;;
485;BANTEN;KABUPATEN LEBAK;PANGGARANGAN;HEGARMANAH;;;
486;BANTEN;KABUPATEN LEBAK;PANGGARANGAN;JATAKE;;;
487;BANTEN;KABUPATEN LEBAK;PANGGARANGAN;MEKARJAYA;;;
488;BANTEN;KABUPATEN LEBAK;PANGGARANGAN;PANGGARANGAN;;;
489;BANTEN;KABUPATEN LEBAK;PANGGARANGAN;SINDANGRATU;;;
490;BANTEN;KABUPATEN LEBAK;PANGGARANGAN;SITUREGEN;;;
491;BANTEN;KABUPATEN LEBAK;PANGGARANGAN;SOGONG;;;
492;BANTEN;KABUPATEN LEBAK;PANGGARANGAN;SUKAJADI;;;
493;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;CIJORO LEBAK;;;
494;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;CIJORO PASIR;;;
495;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;CIMANGEUNGTEUNG;;;
496;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;CITERAS;;;
497;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;JATIMULYA;;;
498;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;KOLELET WETAN;;;
499;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;MEKARSARI;;;
500;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;MUARA CIUJUNG BARAT;;;
501;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;MUARA CIUJUNG TIMUR;;;
502;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;NAMENG;;;
503;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;NARIMBANG MULIA;;;
504;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;PABUARAN;;;
505;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;PASIR TANJUNG;;;
506;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;RANGKASBITUNG BARAT;;;
507;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;RANGKASBITUNG TIMUR;;;
508;BANTEN;KABUPATEN LEBAK;RANGKASBITUNG;SUKAMANAH;;;
509;BANTEN;KABUPATEN LEBAK;SAJIRA;BUNGUR MEKAR;;;
510;BANTEN;KABUPATEN LEBAK;SAJIRA;CALUNGBUNGUR;;;
511;BANTEN;KABUPATEN LEBAK;SAJIRA;CIUYAH;;;
512;BANTEN;KABUPATEN LEBAK;SAJIRA;MARAYA;;;
513;BANTEN;KABUPATEN LEBAK;SAJIRA;MARGALUYU;;;
514;BANTEN;KABUPATEN LEBAK;SAJIRA;MEKARSARI;;;
515;BANTEN;KABUPATEN LEBAK;SAJIRA;PAJA;;;
516;BANTEN;KABUPATEN LEBAK;SAJIRA;PAJAGAN;;;
517;BANTEN;KABUPATEN LEBAK;SAJIRA;PARUNGSARI;;;
518;BANTEN;KABUPATEN LEBAK;SAJIRA;SAJIRA;;;
519;BANTEN;KABUPATEN LEBAK;SAJIRA;SAJIRAMEKAR;;;
520;BANTEN;KABUPATEN LEBAK;SAJIRA;SINDANGSARI;;;
521;BANTEN;KABUPATEN LEBAK;SAJIRA;SUKAJAYA;;;
522;BANTEN;KABUPATEN LEBAK;SAJIRA;SUKAMARGA;;;
523;BANTEN;KABUPATEN LEBAK;SAJIRA;SUKARAME;;;
524;BANTEN;KABUPATEN LEBAK;SOBANG;CIPARASI;;;
525;BANTEN;KABUPATEN LEBAK;SOBANG;CIROMPANG;;;
526;BANTEN;KABUPATEN LEBAK;SOBANG;HARIANG;;;
527;BANTEN;KABUPATEN LEBAK;SOBANG;MAJASARI;;;
528;BANTEN;KABUPATEN LEBAK;SOBANG;SINARJAYA;;;
529;BANTEN;KABUPATEN LEBAK;SOBANG;SINDANGLAYA;;;
530;BANTEN;KABUPATEN LEBAK;SOBANG;SOBANG;;;
531;BANTEN;KABUPATEN LEBAK;SOBANG;SUKAJAYA;;;
532;BANTEN;KABUPATEN LEBAK;SOBANG;SUKAMAJU;;;
533;BANTEN;KABUPATEN LEBAK;SOBANG;SUKARESMI;;;
534;BANTEN;KABUPATEN LEBAK;WANASALAM;BEJOD;;;
535;BANTEN;KABUPATEN LEBAK;WANASALAM;CIKEUSIK;;;
536;BANTEN;KABUPATEN LEBAK;WANASALAM;CILANGKAP;;;
537;BANTEN;KABUPATEN LEBAK;WANASALAM;CIPEDANG;;;
538;BANTEN;KABUPATEN LEBAK;WANASALAM;CIPEUCANG;;;
539;BANTEN;KABUPATEN LEBAK;WANASALAM;CISARAP;;;
540;BANTEN;KABUPATEN LEBAK;WANASALAM;KARANG PAMINDANGAN;;;
541;BANTEN;KABUPATEN LEBAK;WANASALAM;KETAPANG;;;
542;BANTEN;KABUPATEN LEBAK;WANASALAM;MUARA;;;
543;BANTEN;KABUPATEN LEBAK;WANASALAM;PARUNGPANJANG;;;
544;BANTEN;KABUPATEN LEBAK;WANASALAM;PARUNGSARI;;;
545;BANTEN;KABUPATEN LEBAK;WANASALAM;SUKATANI;;;
546;BANTEN;KABUPATEN LEBAK;WANASALAM;WANASALAM;;;
547;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;BANJARSARI;;;
548;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;BAROS;;;
549;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;CEMPAKA;;;
550;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;CIBUAH;;;
551;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;JAGABAYA;;;
552;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;PADASUKA;;;
553;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;PASIRTANGKIL;;;
554;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;SELARAJA;;;
555;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;SINDANGSARI;;;
556;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;SUKARAJA;;;
557;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;SUKARENDAH;;;
558;BANTEN;KABUPATEN LEBAK;WARUNGGUNUNG;WARUNGGUNUNG;;;
559;BANTEN;KABUPATEN PANDEGLANG;ANGSANA;ANGSANA;;;
560;BANTEN;KABUPATEN PANDEGLANG;ANGSANA;CIKAYAS;;;
561;BANTEN;KABUPATEN PANDEGLANG;ANGSANA;CIPINANG;;;
562;BANTEN;KABUPATEN PANDEGLANG;ANGSANA;KADUBADAK;;;
563;BANTEN;KABUPATEN PANDEGLANG;ANGSANA;KARANGSARI;;;
564;BANTEN;KABUPATEN PANDEGLANG;ANGSANA;KRAMATMANIK;;;
565;BANTEN;KABUPATEN PANDEGLANG;ANGSANA;PADAHERANG;;;
566;BANTEN;KABUPATEN PANDEGLANG;ANGSANA;PADAMULYA;;;
567;BANTEN;KABUPATEN PANDEGLANG;ANGSANA;SUMURLABAN;;;
568;BANTEN;KABUPATEN PANDEGLANG;BANJAR;BANDUNG;;;
569;BANTEN;KABUPATEN PANDEGLANG;BANJAR;BANJAR;;;
570;BANTEN;KABUPATEN PANDEGLANG;BANJAR;CIBEUREUM;;;
571;BANTEN;KABUPATEN PANDEGLANG;BANJAR;CIBODAS;;;
572;BANTEN;KABUPATEN PANDEGLANG;BANJAR;CITALAHAB;;;
573;BANTEN;KABUPATEN PANDEGLANG;BANJAR;GUNUNGPUTRI;;;
574;BANTEN;KABUPATEN PANDEGLANG;BANJAR;KADUBALE;;;
575;BANTEN;KABUPATEN PANDEGLANG;BANJAR;KADULIMUS;;;
576;BANTEN;KABUPATEN PANDEGLANG;BANJAR;KADUMANEUH;;;
577;BANTEN;KABUPATEN PANDEGLANG;BANJAR;MOGANA;;;
578;BANTEN;KABUPATEN PANDEGLANG;BANJAR;PASIRAWI;;;
579;BANTEN;KABUPATEN PANDEGLANG;BOJONG;BANYUMAS;;;
580;BANTEN;KABUPATEN PANDEGLANG;BOJONG;BOJONG;;;
581;BANTEN;KABUPATEN PANDEGLANG;BOJONG;CAHAYAMEKAR;;;
582;BANTEN;KABUPATEN PANDEGLANG;BOJONG;CIJAKAN;;;
583;BANTEN;KABUPATEN PANDEGLANG;BOJONG;CITUMENGGUNG;;;
584;BANTEN;KABUPATEN PANDEGLANG;BOJONG;GEREDUG;;;
585;BANTEN;KABUPATEN PANDEGLANG;BOJONG;MANGGUNGJAYA;;;
586;BANTEN;KABUPATEN PANDEGLANG;BOJONG;MEKARSARI;;;
587;BANTEN;KABUPATEN PANDEGLANG;CADASARI;CADASARI;;;
588;BANTEN;KABUPATEN PANDEGLANG;CADASARI;CIINJUK;;;
589;BANTEN;KABUPATEN PANDEGLANG;CADASARI;CIKENTRUNG;;;
590;BANTEN;KABUPATEN PANDEGLANG;CADASARI;KADUELA;;;
591;BANTEN;KABUPATEN PANDEGLANG;CADASARI;KADUENGANG;;;
592;BANTEN;KABUPATEN PANDEGLANG;CADASARI;KAUNGCAANG;;;
593;BANTEN;KABUPATEN PANDEGLANG;CADASARI;KORANJI;;;
594;BANTEN;KABUPATEN PANDEGLANG;CADASARI;KURUNGDAHU;;;
595;BANTEN;KABUPATEN PANDEGLANG;CADASARI;PASIRPEUTEUY;;;
596;BANTEN;KABUPATEN PANDEGLANG;CADASARI;TANAGARA;;;
597;BANTEN;KABUPATEN PANDEGLANG;CADASARI;TAPOS;;;
598;BANTEN;KABUPATEN PANDEGLANG;CARITA;BANJARMASIN;;;
599;BANTEN;KABUPATEN PANDEGLANG;CARITA;CARITA;;;
600;BANTEN;KABUPATEN PANDEGLANG;CARITA;CINOYONG;;;
601;BANTEN;KABUPATEN PANDEGLANG;CARITA;KAWOYANG;;;
602;BANTEN;KABUPATEN PANDEGLANG;CARITA;PEJAMBEN;;;
603;BANTEN;KABUPATEN PANDEGLANG;CARITA;SINDANGLAUT;;;
604;BANTEN;KABUPATEN PANDEGLANG;CARITA;SUKAJADI;;;
605;BANTEN;KABUPATEN PANDEGLANG;CARITA;SUKANAGARA;;;
606;BANTEN;KABUPATEN PANDEGLANG;CARITA;SUKARAME;;;
607;BANTEN;KABUPATEN PANDEGLANG;CARITA;TEMBONG;;;
608;BANTEN;KABUPATEN PANDEGLANG;CIBALIUNG;CIBALIUNG;;;
609;BANTEN;KABUPATEN PANDEGLANG;CIBALIUNG;CIBINGBIN;;;
610;BANTEN;KABUPATEN PANDEGLANG;CIBALIUNG;CIHANJUANG;;;
611;BANTEN;KABUPATEN PANDEGLANG;CIBALIUNG;CURUG;;;
612;BANTEN;KABUPATEN PANDEGLANG;CIBALIUNG;MAHENDRA;;;
613;BANTEN;KABUPATEN PANDEGLANG;CIBALIUNG;MENDUNG;;;
614;BANTEN;KABUPATEN PANDEGLANG;CIBALIUNG;SORONGAN;;;
615;BANTEN;KABUPATEN PANDEGLANG;CIBALIUNG;SUDIMANIK;;;
616;BANTEN;KABUPATEN PANDEGLANG;CIBALIUNG;SUKAJADI;;;
617;BANTEN;KABUPATEN PANDEGLANG;CIBITUNG;CIKADU;;;
618;BANTEN;KABUPATEN PANDEGLANG;CIBITUNG;CIKALONG;;;
619;BANTEN;KABUPATEN PANDEGLANG;CIBITUNG;CIKIRUH;;;
620;BANTEN;KABUPATEN PANDEGLANG;CIBITUNG;CITELUK;;;
621;BANTEN;KABUPATEN PANDEGLANG;CIBITUNG;KIARAJANGKUNG;;;
622;BANTEN;KABUPATEN PANDEGLANG;CIBITUNG;KIARAPAYUNG;;;
623;BANTEN;KABUPATEN PANDEGLANG;CIBITUNG;KUTAKARANG;;;
624;BANTEN;KABUPATEN PANDEGLANG;CIBITUNG;MALANGNENGAH;;;
625;BANTEN;KABUPATEN PANDEGLANG;CIBITUNG;MANGLID;;;
626;BANTEN;KABUPATEN PANDEGLANG;CIBITUNG;SINDANGKERTA;;;
627;BANTEN;KABUPATEN PANDEGLANG;CIGEULIS;BANYUASIH;;;
628;BANTEN;KABUPATEN PANDEGLANG;CIGEULIS;CIGEULIS;;;
629;BANTEN;KABUPATEN PANDEGLANG;CIGEULIS;CISEUREUHEUN;;;
630;BANTEN;KABUPATEN PANDEGLANG;CIGEULIS;KARANGBOLONG;;;
631;BANTEN;KABUPATEN PANDEGLANG;CIGEULIS;KARYABUANA;;;
632;BANTEN;KABUPATEN PANDEGLANG;CIGEULIS;KATUMBIRI;;;
633;BANTEN;KABUPATEN PANDEGLANG;CIGEULIS;SINARJAYA;;;
634;BANTEN;KABUPATEN PANDEGLANG;CIGEULIS;TARUMANAGARA;;;
635;BANTEN;KABUPATEN PANDEGLANG;CIGEULIS;WARINGINJAYA;;;
636;BANTEN;KABUPATEN PANDEGLANG;CIKEDAL;BABAKANLOR;;;
637;BANTEN;KABUPATEN PANDEGLANG;CIKEDAL;BANGKUYUNG;;;
